CMDLINE othello -g
MEM 885.585938 1775762437.2347
MEM 883.585938 1775762437.3364
MEM 883.585938 1775762437.4383
MEM 885.839844 1775762437.5401
MEM 885.753906 1775762437.6418
MEM 885.335938 1775762437.7437
MEM 885.429688 1775762437.8457
MEM 885.429688 1775762437.9476
MEM 885.429688 1775762438.0495
MEM 885.429688 1775762438.1517
MEM 885.429688 1775762438.2536
MEM 885.429688 1775762438.3552
MEM 885.429688 1775762438.4569
MEM 885.429688 1775762438.5588
MEM 887.621094 1775762438.6607
MEM 885.429688 1775762438.7627
MEM 888.910156 1775762438.8645
MEM 885.429688 1775762438.9667
MEM 890.375000 1775762439.0686
MEM 889.792969 1775762439.1706
MEM 880.003906 1775762439.2725
MEM 881.992188 1775762439.3742
MEM 889.460938 1775762439.4761
MEM 885.238281 1775762439.5778
MEM 883.238281 1775762439.6796
MEM 883.238281 1775762439.7814
MEM 889.445312 1775762439.8833
MEM 885.257812 1775762439.9851
MEM 884.855469 1775762440.0868
MEM 885.039062 1775762440.1889
MEM 894.117188 1775762440.2908
MEM 887.023438 1775762440.3926
MEM 886.492188 1775762440.4945
MEM 886.492188 1775762440.5961
MEM 890.507812 1775762440.6979
MEM 888.523438 1775762440.8005
MEM 886.703125 1775762440.9023
MEM 890.183594 1775762441.0041
MEM 890.687500 1775762441.1070
MEM 886.687500 1775762441.2087
MEM 882.789062 1775762441.3105
MEM 885.515625 1775762441.4126
MEM 884.136719 1775762441.5152
MEM 882.332031 1775762441.6170
MEM 886.238281 1775762441.7187
MEM 889.128906 1775762441.8205
MEM 885.128906 1775762441.9226
MEM 883.351562 1775762442.0245
MEM 883.355469 1775762442.1261
MEM 885.542969 1775762442.2280
MEM 883.503906 1775762442.3297
MEM 885.179688 1775762442.4319
MEM 889.488281 1775762442.5338
MEM 887.488281 1775762442.6355
MEM 883.488281 1775762442.7377
MEM 883.488281 1775762442.8393
MEM 883.570312 1775762442.9411
MEM 888.972656 1775762443.0431
MEM 888.519531 1775762443.1447
MEM 882.941406 1775762443.2464
MEM 889.171875 1775762443.3483
MEM 885.906250 1775762443.4511
MEM 884.457031 1775762443.5530
MEM 884.683594 1775762443.6548
MEM 884.722656 1775762443.7567
MEM 892.089844 1775762443.8585
MEM 884.679688 1775762443.9603
MEM 884.687500 1775762444.0622
MEM 884.687500 1775762444.1640
MEM 884.687500 1775762444.2659
MEM 884.687500 1775762444.3677
MEM 884.687500 1775762444.4696
MEM 884.687500 1775762444.5713
MEM 884.687500 1775762444.6732
MEM 884.687500 1775762444.7750
MEM 884.687500 1775762444.8766
MEM 884.687500 1775762444.9785
MEM 884.687500 1775762445.0804
MEM 884.687500 1775762445.1823
MEM 884.687500 1775762445.2846
MEM 884.687500 1775762445.3864
MEM 884.687500 1775762445.4885
MEM 884.687500 1775762445.5912
MEM 884.687500 1775762445.6930
MEM 884.687500 1775762445.7947
MEM 884.687500 1775762445.8967
MEM 884.687500 1775762445.9988
MEM 884.687500 1775762446.1006
MEM 884.687500 1775762446.2025
MEM 884.687500 1775762446.3042
MEM 884.687500 1775762446.4058
MEM 884.687500 1775762446.5076
MEM 884.687500 1775762446.6093
MEM 884.687500 1775762446.7113
MEM 884.687500 1775762446.8132
MEM 884.687500 1775762446.9149
MEM 884.687500 1775762447.0167
MEM 884.687500 1775762447.1186
MEM 884.687500 1775762447.2206
MEM 884.687500 1775762447.3224
MEM 884.687500 1775762447.4241
MEM 884.687500 1775762447.5261
MEM 884.687500 1775762447.6279
MEM 884.687500 1775762447.7297
MEM 884.687500 1775762447.8313
MEM 884.687500 1775762447.9330
MEM 884.687500 1775762448.0348
MEM 887.523438 1775762448.1366
MEM 884.687500 1775762448.2382
MEM 884.687500 1775762448.3402
MEM 884.687500 1775762448.4425
MEM 884.687500 1775762448.5443
MEM 885.203125 1775762448.6461
MEM 886.917969 1775762448.7479
MEM 886.757812 1775762448.8495
MEM 886.757812 1775762448.9512
MEM 885.753906 1775762449.0532
MEM 885.847656 1775762449.1550
MEM 891.832031 1775762449.2569
MEM 889.832031 1775762449.3593
MEM 888.542969 1775762449.4611
MEM 885.835938 1775762449.5629
MEM 886.277344 1775762449.6647
MEM 888.851562 1775762449.7673
MEM 886.539062 1775762449.8690
MEM 882.878906 1775762449.9706
MEM 889.347656 1775762450.0729
MEM 885.382812 1775762450.1746
MEM 884.265625 1775762450.2762
MEM 884.347656 1775762450.3778
MEM 888.894531 1775762450.4797
MEM 890.375000 1775762450.5814
MEM 888.378906 1775762450.6832
MEM 886.378906 1775762450.7851
MEM 893.843750 1775762450.8869
MEM 888.367188 1775762450.9887
MEM 886.367188 1775762451.0903
MEM 888.546875 1775762451.1921
MEM 890.593750 1775762451.2938
MEM 888.593750 1775762451.3956
MEM 888.140625 1775762451.4973
MEM 886.593750 1775762451.5989
MEM 886.593750 1775762451.7006
MEM 890.578125 1775762451.8028
MEM 881.875000 1775762451.9045
MEM 888.664062 1775762452.0062
MEM 886.675781 1775762452.1080
MEM 888.160156 1775762452.2099
MEM 884.695312 1775762452.3116
MEM 892.101562 1775762452.4139
MEM 892.773438 1775762452.5157
MEM 888.296875 1775762452.6174
MEM 886.332031 1775762452.7190
MEM 890.843750 1775762452.8210
MEM 886.843750 1775762452.9227
MEM 886.843750 1775762453.0250
MEM 892.828125 1775762453.1267
MEM 888.828125 1775762453.2284
MEM 886.925781 1775762453.3302
MEM 886.957031 1775762453.4320
MEM 888.937500 1775762453.5340
MEM 887.003906 1775762453.6359
MEM 887.003906 1775762453.7376
MEM 887.003906 1775762453.8395
MEM 887.003906 1775762453.9411
MEM 887.003906 1775762454.0427
MEM 887.003906 1775762454.1443
MEM 887.003906 1775762454.2458
MEM 887.003906 1775762454.3477
MEM 887.003906 1775762454.4498
MEM 887.003906 1775762454.5515
MEM 887.003906 1775762454.6531
MEM 887.003906 1775762454.7546
MEM 887.003906 1775762454.8564
MEM 887.003906 1775762454.9583
MEM 887.003906 1775762455.0601
MEM 887.003906 1775762455.1617
MEM 887.003906 1775762455.2638
MEM 887.003906 1775762455.3657
MEM 889.839844 1775762455.4675
MEM 887.003906 1775762455.5691
MEM 887.003906 1775762455.6714
MEM 887.003906 1775762455.7731
MEM 887.003906 1775762455.8749
MEM 888.808594 1775762455.9765
MEM 887.003906 1775762456.0782
MEM 887.003906 1775762456.1797
MEM 887.390625 1775762456.2814
MEM 887.003906 1775762456.3834
MEM 887.003906 1775762456.4849
MEM 887.003906 1775762456.5865
MEM 887.003906 1775762456.6884
MEM 887.003906 1775762456.7901
MEM 887.003906 1775762456.8916
MEM 887.003906 1775762456.9933
MEM 887.003906 1775762457.0951
MEM 887.003906 1775762457.1968
MEM 887.003906 1775762457.2982
MEM 887.003906 1775762457.3998
MEM 887.003906 1775762457.5016
MEM 887.003906 1775762457.6034
MEM 887.003906 1775762457.7050
MEM 887.003906 1775762457.8067
MEM 890.484375 1775762457.9084
MEM 890.484375 1775762458.0101
MEM 889.078125 1775762458.1124
MEM 889.078125 1775762458.2143
MEM 887.078125 1775762458.3160
MEM 887.085938 1775762458.4176
MEM 889.933594 1775762458.5194
MEM 888.503906 1775762458.6212
MEM 886.035156 1775762458.7229
MEM 886.960938 1775762458.8246
MEM 890.984375 1775762458.9265
MEM 886.988281 1775762459.0282
MEM 887.945312 1775762459.1298
MEM 888.148438 1775762459.2314
MEM 897.265625 1775762459.3333
MEM 890.175781 1775762459.4349
MEM 888.175781 1775762459.5370
MEM 889.753906 1775762459.6387
MEM 890.191406 1775762459.7403
MEM 890.191406 1775762459.8421
MEM 888.304688 1775762459.9440
MEM 894.324219 1775762460.0459
MEM 890.324219 1775762460.1478
MEM 888.324219 1775762460.2497
MEM 888.554688 1775762460.3514
MEM 886.742188 1775762460.4534
MEM 887.917969 1775762460.5554
MEM 891.242188 1775762460.6571
MEM 887.457031 1775762460.7587
MEM 893.480469 1775762460.8612
MEM 894.679688 1775762460.9644
MEM 888.101562 1775762461.0661
MEM 888.105469 1775762461.1678
MEM 889.785156 1775762461.2696
MEM 892.238281 1775762461.3712
MEM 890.269531 1775762461.4732
MEM 888.269531 1775762461.5751
MEM 888.765625 1775762461.6767
MEM 892.750000 1775762461.7797
MEM 890.750000 1775762461.8816
MEM 888.777344 1775762461.9832
MEM 891.054688 1775762462.0852
MEM 890.972656 1775762462.1880
MEM 888.972656 1775762462.2896
MEM 885.007812 1775762462.3912
MEM 890.210938 1775762462.4931
MEM 894.496094 1775762462.5948
MEM 889.566406 1775762462.6965
MEM 887.687500 1775762462.7983
MEM 893.636719 1775762462.9001
MEM 887.636719 1775762463.0017
MEM 887.738281 1775762463.1035
MEM 887.738281 1775762463.2054
MEM 887.738281 1775762463.3072
MEM 887.738281 1775762463.4088
MEM 887.738281 1775762463.5104
MEM 887.738281 1775762463.6122
MEM 887.738281 1775762463.7138
MEM 889.156250 1775762463.8155
MEM 887.738281 1775762463.9172
MEM 887.738281 1775762464.0189
MEM 887.738281 1775762464.1206
MEM 887.738281 1775762464.2226
MEM 887.738281 1775762464.3243
MEM 890.703125 1775762464.4260
MEM 887.738281 1775762464.5278
MEM 887.738281 1775762464.6296
MEM 889.156250 1775762464.7313
MEM 887.738281 1775762464.8330
MEM 887.738281 1775762464.9348
MEM 887.738281 1775762465.0365
MEM 887.738281 1775762465.1381
MEM 887.738281 1775762465.2397
MEM 887.738281 1775762465.3418
MEM 887.738281 1775762465.4434
MEM 891.218750 1775762465.5452
MEM 891.746094 1775762465.6480
MEM 889.476562 1775762465.7499
MEM 887.800781 1775762465.8516
MEM 887.824219 1775762465.9533
MEM 889.824219 1775762466.0559
MEM 893.402344 1775762466.1577
MEM 888.085938 1775762466.2594
MEM 894.515625 1775762466.3614
MEM 893.804688 1775762466.4639
MEM 888.515625 1775762466.5655
MEM 888.515625 1775762466.6671
MEM 889.421875 1775762466.7688
MEM 892.683594 1775762466.8706
MEM 890.718750 1775762466.9722
MEM 885.750000 1775762467.0744
MEM 891.746094 1775762467.1761
MEM 889.984375 1775762467.2779
MEM 888.054688 1775762467.3795
MEM 891.242188 1775762467.4813
MEM 890.316406 1775762467.5834
MEM 890.250000 1775762467.6857
MEM 890.441406 1775762467.7879
MEM 888.257812 1775762467.8898
MEM 888.257812 1775762467.9914
MEM 894.371094 1775762468.0937
MEM 890.242188 1775762468.1955
MEM 888.394531 1775762468.2972
MEM 888.394531 1775762468.3992
MEM 891.570312 1775762468.5011
MEM 888.410156 1775762468.6029
MEM 888.410156 1775762468.7046
MEM 894.394531 1775762468.8064
MEM 893.578125 1775762468.9088
MEM 883.589844 1775762469.0104
MEM 887.398438 1775762469.1121
MEM 889.867188 1775762469.2155
MEM 887.894531 1775762469.3174
MEM 894.300781 1775762469.4193
MEM 892.316406 1775762469.5211
MEM 890.785156 1775762469.6232
MEM 889.570312 1775762469.7250
MEM 894.980469 1775762469.8269
MEM 892.980469 1775762469.9286
MEM 892.527344 1775762470.0304
MEM 890.980469 1775762470.1321
MEM 896.964844 1775762470.2338
MEM 893.019531 1775762470.3357
MEM 891.210938 1775762470.4374
MEM 894.523438 1775762470.5391
MEM 891.175781 1775762470.6415
MEM 891.175781 1775762470.7440
MEM 891.175781 1775762470.8460
MEM 891.175781 1775762470.9483
MEM 891.187500 1775762471.0502
MEM 891.187500 1775762471.1522
MEM 891.187500 1775762471.2543
MEM 891.187500 1775762471.3561
MEM 891.703125 1775762471.4578
MEM 891.187500 1775762471.5599
MEM 891.187500 1775762471.6622
MEM 894.667969 1775762471.7646
MEM 891.187500 1775762471.8663
MEM 895.191406 1775762471.9685
MEM 891.246094 1775762472.0703
MEM 891.246094 1775762472.1722
MEM 896.808594 1775762472.2741
MEM 893.261719 1775762472.3769
MEM 885.007812 1775762472.4789
MEM 887.417969 1775762472.5805
MEM 889.914062 1775762472.6839
MEM 890.148438 1775762472.7856
MEM 890.160156 1775762472.8873
MEM 894.593750 1775762472.9891
MEM 896.074219 1775762473.0908
MEM 890.636719 1775762473.1926
MEM 890.808594 1775762473.2944
MEM 898.253906 1775762473.3966
MEM 893.480469 1775762473.4985
MEM 891.480469 1775762473.6009
MEM 891.480469 1775762473.7030
MEM 895.496094 1775762473.8048
MEM 893.546875 1775762473.9069
MEM 891.718750 1775762474.0087
MEM 894.039062 1775762474.1104
MEM 895.703125 1775762474.2129
MEM 893.703125 1775762474.3146
MEM 891.832031 1775762474.4164
MEM 887.460938 1775762474.5182
MEM 888.339844 1775762474.6200
MEM 890.386719 1775762474.7227
MEM 891.882812 1775762474.8245
MEM 888.406250 1775762474.9261
MEM 894.390625 1775762475.0279
MEM 893.808594 1775762475.1298
MEM 891.292969 1775762475.2318
MEM 889.449219 1775762475.3337
MEM 893.492188 1775762475.4359
MEM 892.183594 1775762475.5377
MEM 891.542969 1775762475.6394
MEM 891.785156 1775762475.7411
MEM 896.414062 1775762475.8431
MEM 893.769531 1775762475.9447
MEM 891.777344 1775762476.0464
MEM 891.812500 1775762476.1483
MEM 893.828125 1775762476.2503
MEM 891.828125 1775762476.3521
MEM 887.917969 1775762476.4540
MEM 896.812500 1775762476.5560
MEM 890.441406 1775762476.6578
MEM 889.625000 1775762476.7595
MEM 889.628906 1775762476.8613
MEM 889.632812 1775762476.9631
MEM 889.636719 1775762477.0651
MEM 889.636719 1775762477.1669
MEM 889.636719 1775762477.2686
MEM 889.636719 1775762477.3703
MEM 889.636719 1775762477.4720
MEM 889.636719 1775762477.5737
MEM 889.636719 1775762477.6758
MEM 889.636719 1775762477.7775
MEM 889.636719 1775762477.8793
MEM 889.722656 1775762477.9810
MEM 899.257812 1775762478.0830
MEM 891.777344 1775762478.1847
MEM 889.777344 1775762478.2864
MEM 891.195312 1775762478.3884
MEM 894.742188 1775762478.4902
MEM 893.000000 1775762478.5929
MEM 892.742188 1775762478.6946
MEM 895.835938 1775762478.7965
MEM 898.734375 1775762478.8982
MEM 894.734375 1775762479.0000
MEM 892.738281 1775762479.1019
MEM 892.742188 1775762479.2041
MEM 896.835938 1775762479.3058
MEM 895.031250 1775762479.4077
MEM 893.031250 1775762479.5097
MEM 894.109375 1775762479.6115
MEM 894.367188 1775762479.7134
MEM 894.203125 1775762479.8151
MEM 890.503906 1775762479.9168
MEM 890.683594 1775762480.0185
MEM 892.730469 1775762480.1208
MEM 891.460938 1775762480.2230
MEM 895.535156 1775762480.3248
MEM 896.105469 1775762480.4267
MEM 894.105469 1775762480.5285
MEM 892.355469 1775762480.6303
MEM 893.214844 1775762480.7319
MEM 899.964844 1775762480.8337
MEM 895.261719 1775762480.9353
MEM 893.261719 1775762481.0371
MEM 893.265625 1775762481.1390
MEM 895.261719 1775762481.2408
MEM 893.261719 1775762481.3425
MEM 893.394531 1775762481.4442
MEM 900.734375 1775762481.5460
MEM 889.289062 1775762481.6476
MEM 891.058594 1775762481.7492
MEM 897.070312 1775762481.8516
MEM 895.093750 1775762481.9544
MEM 891.191406 1775762482.0561
MEM 892.468750 1775762482.1579
MEM 900.738281 1775762482.2596
MEM 893.257812 1775762482.3612
MEM 893.257812 1775762482.4630
MEM 902.738281 1775762482.5647
MEM 897.257812 1775762482.6665
MEM 895.257812 1775762482.7682
MEM 893.390625 1775762482.8700
MEM 895.585938 1775762482.9718
MEM 893.398438 1775762483.0736
MEM 893.398438 1775762483.1754
MEM 893.398438 1775762483.2778
MEM 893.398438 1775762483.3795
MEM 893.398438 1775762483.4812
MEM 893.398438 1775762483.5829
MEM 893.398438 1775762483.6848
MEM 893.398438 1775762483.7867
MEM 893.398438 1775762483.8885
MEM 893.398438 1775762483.9904
MEM 893.398438 1775762484.0920
MEM 893.398438 1775762484.1938
MEM 896.234375 1775762484.2956
MEM 893.398438 1775762484.3975
MEM 893.398438 1775762484.4995
MEM 893.785156 1775762484.6012
MEM 893.398438 1775762484.7030
MEM 893.398438 1775762484.8047
MEM 893.398438 1775762484.9063
MEM 893.398438 1775762485.0080
MEM 895.406250 1775762485.1098
MEM 893.472656 1775762485.2117
MEM 898.652344 1775762485.3136
MEM 895.492188 1775762485.4152
MEM 893.492188 1775762485.5169
MEM 893.492188 1775762485.6188
MEM 901.046875 1775762485.7204
MEM 892.523438 1775762485.8221
MEM 891.148438 1775762485.9238
MEM 891.394531 1775762486.0258
MEM 895.410156 1775762486.1276
MEM 893.417969 1775762486.2302
MEM 891.433594 1775762486.3320
MEM 892.855469 1775762486.4339
MEM 893.031250 1775762486.5355
MEM 895.015625 1775762486.6373
MEM 896.726562 1775762486.7391
MEM 897.539062 1775762486.8412
MEM 895.519531 1775762486.9430
MEM 897.972656 1775762487.0447
MEM 893.550781 1775762487.1463
MEM 893.750000 1775762487.2481
MEM 899.863281 1775762487.3501
MEM 893.734375 1775762487.4517
MEM 893.734375 1775762487.5534
MEM 893.734375 1775762487.6551
MEM 899.683594 1775762487.7580
MEM 890.343750 1775762487.8599
MEM 890.906250 1775762487.9616
MEM 899.871094 1775762488.0636
MEM 892.906250 1775762488.1654
MEM 892.687500 1775762488.2670
MEM 892.687500 1775762488.3690
MEM 893.105469 1775762488.4707
MEM 895.527344 1775762488.5726
MEM 895.476562 1775762488.6745
MEM 896.957031 1775762488.7762
MEM 899.460938 1775762488.8780
MEM 895.460938 1775762488.9799
MEM 895.914062 1775762489.0818
MEM 893.464844 1775762489.1835
MEM 893.574219 1775762489.2853
MEM 896.652344 1775762489.3871
MEM 893.621094 1775762489.4888
MEM 893.621094 1775762489.5905
MEM 899.605469 1775762489.6930
MEM 892.613281 1775762489.7947
MEM 891.570312 1775762489.8964
MEM 891.609375 1775762489.9980
MEM 891.625000 1775762490.0998
MEM 891.625000 1775762490.2015
MEM 891.625000 1775762490.3036
MEM 891.625000 1775762490.4051
MEM 891.625000 1775762490.5066
MEM 891.625000 1775762490.6082
MEM 891.625000 1775762490.7097
MEM 891.625000 1775762490.8117
MEM 891.625000 1775762490.9137
MEM 891.625000 1775762491.0157
MEM 891.640625 1775762491.1173
MEM 891.640625 1775762491.2192
MEM 891.640625 1775762491.3210
MEM 891.640625 1775762491.4226
MEM 891.640625 1775762491.5245
MEM 891.640625 1775762491.6262
MEM 891.640625 1775762491.7279
MEM 891.640625 1775762491.8295
MEM 891.640625 1775762491.9311
MEM 891.640625 1775762492.0329
MEM 891.640625 1775762492.1345
MEM 891.640625 1775762492.2361
MEM 891.640625 1775762492.3382
MEM 891.640625 1775762492.4397
MEM 891.640625 1775762492.5414
MEM 891.640625 1775762492.6432
MEM 891.640625 1775762492.7450
MEM 891.640625 1775762492.8467
MEM 891.640625 1775762492.9486
MEM 891.640625 1775762493.0502
MEM 891.640625 1775762493.1518
MEM 891.640625 1775762493.2538
MEM 891.640625 1775762493.3555
MEM 891.640625 1775762493.4572
MEM 891.640625 1775762493.5589
MEM 891.640625 1775762493.6606
MEM 891.640625 1775762493.7623
MEM 891.640625 1775762493.8640
MEM 891.640625 1775762493.9656
MEM 891.640625 1775762494.0674
MEM 891.640625 1775762494.1693
MEM 891.640625 1775762494.2710
MEM 894.347656 1775762494.3728
MEM 891.640625 1775762494.4744
MEM 891.640625 1775762494.5763
MEM 891.640625 1775762494.6780
MEM 891.640625 1775762494.7797
MEM 891.644531 1775762494.8814
MEM 892.453125 1775762494.9831
MEM 896.667969 1775762495.0848
MEM 894.675781 1775762495.1864
MEM 897.250000 1775762495.2885
MEM 894.285156 1775762495.3902
MEM 900.269531 1775762495.4919
MEM 899.359375 1775762495.5940
MEM 895.417969 1775762495.6957
MEM 895.417969 1775762495.7973
MEM 897.433594 1775762495.9004
MEM 895.433594 1775762496.0022
MEM 895.433594 1775762496.1038
MEM 895.433594 1775762496.2056
MEM 899.964844 1775762496.3072
MEM 897.566406 1775762496.4089
MEM 895.566406 1775762496.5104
MEM 901.386719 1775762496.6122
MEM 893.464844 1775762496.7140
MEM 892.839844 1775762496.8158
MEM 893.054688 1775762496.9178
MEM 898.968750 1775762497.0198
MEM 897.382812 1775762497.1218
MEM 893.382812 1775762497.2240
MEM 893.394531 1775762497.3257
MEM 897.410156 1775762497.4275
MEM 895.410156 1775762497.5292
MEM 899.371094 1775762497.6310
MEM 894.097656 1775762497.7328
MEM 899.410156 1775762497.8346
MEM 900.042969 1775762497.9364
MEM 895.335938 1775762498.0381
MEM 895.339844 1775762498.1397
MEM 899.355469 1775762498.2416
MEM 897.355469 1775762498.3432
MEM 895.445312 1775762498.4453
MEM 895.468750 1775762498.5471
MEM 897.203125 1775762498.6490
MEM 892.464844 1775762498.7508
MEM 892.730469 1775762498.8524
MEM 898.898438 1775762498.9542
MEM 897.964844 1775762499.0559
MEM 896.179688 1775762499.1576
MEM 895.113281 1775762499.2596
MEM 895.121094 1775762499.3613
MEM 901.105469 1775762499.4630
MEM 897.105469 1775762499.5647
MEM 895.105469 1775762499.6665
MEM 895.085938 1775762499.7683
MEM 895.085938 1775762499.8703
MEM 895.089844 1775762499.9728
MEM 897.675781 1775762500.0747
MEM 895.097656 1775762500.1766
MEM 895.097656 1775762500.2783
MEM 895.097656 1775762500.3798
MEM 895.097656 1775762500.4821
MEM 895.097656 1775762500.5841
MEM 895.097656 1775762500.6860
MEM 897.031250 1775762500.7880
MEM 895.097656 1775762500.8898
MEM 895.097656 1775762500.9919
MEM 895.097656 1775762501.0937
MEM 895.097656 1775762501.1955
MEM 895.097656 1775762501.2974
MEM 895.097656 1775762501.3995
MEM 895.097656 1775762501.5017
MEM 895.097656 1775762501.6037
MEM 895.281250 1775762501.7054
MEM 901.945312 1775762501.8075
MEM 897.945312 1775762501.9095
MEM 898.007812 1775762502.0115
MEM 895.945312 1775762502.1134
